Country Name,Year,Value_FDI,Value_GDP,Value_Inflation,Value_Trade,Value_Unemployment,Value_WDI
IBRD only,2000,156862000000.0,5.891569519,4.763824727,48.94364353,6.524029306,105.7769623
IDA & IBRD total,2000,163560000000.0,5.724715372,4.18234634,49.03751936,6.148777465,98.44477081
IDA total,2000,6698108161.0,3.935272376,3.822600881,0.0,4.444112571,80.49101257
IDA blend,2000,2195469982.0,3.785198516,2.624628926,0.0,3.732667634,84.07273865
Indonesia,2000,-4550355286.0,4.920067748,3.68861916,71.43687592,6.078,110.7846222
IDA only,2000,4502638178.0,4.075642691,4.012120811,54.93097484,4.760764917,78.74201202
Isle of Man,2000,0.0,5.300001526,0.0,0.0,0.0,0.0
India,2000,3584217307.0,3.840991157,4.00943591,26.90092291,7.856,93.32395172
Ireland,2000,25779436150.0,9.403524677,5.577632699,174.9545559,4.318,102.28228
"Iran, Islamic Rep.",2000,39000000.0,5.845527476,14.47675132,41.25724746,11.699,101.7694931
Iraq,2000,-32000.0,16.92166569,4.978962132,125.3365956,8.095,90.09893799
Iceland,2000,155160734.1,4.98504277,5.136471232,71.13900777,1.936,99.13799286
Israel,2000,8047500000.0,8.671655277,1.03264095,69.30136195,11.102,98.22044373
Italy,2000,13172981900.0,3.786955143,2.537685321,50.40558983,10.834,102.2869797
Jamaica,2000,419600000.0,0.878703548,8.171083561,89.51300605,6.807,91.79728699
Jordan,2000,913258110.0,4.245711921,0.666880926,110.3289046,13.7,92.85279083
Japan,2000,10688168326.0,2.764647551,-0.676578684,19.56237158,4.748,0.0
Kazakhstan,2000,1370521199.0,9.800000002,13.18089059,105.6996926,12.75,98.09137726
Kenya,2000,110904550.4,0.599695391,9.980025154,53.30904439,2.876,94.13001251
Kyrgyz Republic,2000,-2360124.961,5.443336633,18.70073428,89.43093163,1.873,92.17769623
Cambodia,2000,118308566.3,9.993580323,-0.791992529,111.6095341,0.746,110.8108292
Kiribati,2000,721810.0,6.779661017,0.0,94.3181093,0.0,103.5252304
St. Kitts and Nevis,2000,86171497.73,10.04280842,2.148855327,0.0,0.0,110.0476913
"Korea, Rep.",2000,11509400000.0,9.060833325,2.259165801,66.09516011,4.063,98.96453857
Kuwait,2000,16299834.37,4.694581871,1.812946139,86.6183245,0.8,97.17855072
Latin America & Caribbean (excluding high income),2000,68166524133.0,3.621212847,7.069913523,34.94839919,9.179802915,120.6226807
Lao PDR,2000,33890000.0,5.798782329,25.08464143,68.83730137,2.057,106.7310104
Lebanon,2000,993475000.0,1.34187162,0.0,50.11529593,8.594,0.0
Liberia,2000,20800000.0,28.61593335,0.0,0.0,2.035,113.002037
Libya,2000,141000000.0,3.679270408,-2.9,45.28109377,19.168,0.0
St. Lucia,2000,96087233.51,0.048748554,3.710786087,0.0,16.49,104.80896
Latin America & Caribbean,2000,97377504687.0,3.609968867,4.608229989,38.67198356,9.464672153,118.4931412
Least developed countries: UN classification,2000,3781640736.0,4.347244038,4.032467113,40.70882198,4.644684444,77.19235992
Low income,2000,1726585118.0,3.202703596,3.607311233,41.42829048,5.0261858,70.05912018
Liechtenstein,2000,19854574738.0,3.220193082,0.0,0.0,0.0,0.0
Sri Lanka,2000,172941409.8,6.000033158,6.17627591,88.6364417,7.74,0.0
Lower middle income,2000,16981782904.0,4.206035507,4.010778361,44.97380348,6.294304387,92.78392029
Low & middle income,2000,136872000000.0,5.531175786,4.063962014,47.0509061,5.805308294,98.41137695
Lesotho,2000,32403928.09,3.875546776,6.131975387,0.0,16.143,112.3764725
Late-demographic dividend,2000,141298000000.0,6.983208323,4.10280983,52.13957748,5.260838481,114.170578
Lithuania,2000,380272500.0,3.695525421,0.981615479,83.37858933,15.931,103.1442337
Luxembourg,2000,0.0,6.938130249,3.15076707,272.4123268,2.345,98.24147034
Latvia,2000,324184857.5,5.675741312,2.654254778,81.53624741,14.211,101.6997833
"Macao SAR, China",2000,-790000.0,5.746611203,-1.60971884,147.7625117,6.874,103.8588333
St. Martin (French part),2000,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,2000,426553283.9,2.582180915,1.894634568,53.44030584,13.58,92.92539215
Monaco,2000,0.0,3.910229176,0.0,0.0,0.0,133.1564941
Moldova,2000,127540000.0,2.107716082,31.29930158,126.1631001,8.539,101.3763809
Madagascar,2000,82952580.71,4.45685894,11.8596845,42.77712266,5.8,96.4993515
Maldives,2000,22312447.82,3.845810232,-1.174756812,0.0,1.97,127.2887802
Middle East & North Africa,2000,12237516693.0,6.764847901,1.812946139,69.23573992,11.89961046,94.74867249
Mexico,2000,18382284821.0,5.029283994,9.491561494,49.91040919,2.646,109.1183014
Marshall Islands,2000,739000.0,2.45442785,0.0,130.0831502,0.0,0.0
Middle income,2000,135145000000.0,5.578586209,4.199288256,47.11254002,5.862196264,101.8827972
North Macedonia,2000,217507099.2,4.549135783,6.60742291,80.16014736,32.2,100.8178101
Mali,2000,60331623.11,-0.060834972,-0.677661659,55.42257543,1.347,54.53834152
Malta,2000,743185324.7,19.68126938,2.369592875,248.6257548,6.324,106.3675919
Myanmar,2000,254789765.5,13.74593056,-0.109165515,0.0,0.731,100.5384369
Middle East & North Africa (excluding high income),2000,5120765879.0,6.033060142,2.683805353,61.19207913,13.08916629,95.43063354
Montenegro,2000,0.0,3.100000059,0.0,87.92520214,30.249,0.0
Mongolia,2000,53697000.0,1.146062137,11.59553876,121.8866098,5.985,97.24243164
Northern Mariana Islands,2000,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,2000,139300000.0,0.766234956,0.0,47.9208808,2.831,76.60539246
Mauritania,2000,40096000.0,-3.918025879,3.254067458,58.94037477,9.903,79.78321838
Mauritius,2000,265641239.4,8.202791749,4.199288256,120.6876488,9.132,103.8598938
Malawi,2000,25999996.36,1.576077624,29.58148846,0.0,5.034,145.6405029
Malaysia,2000,3787631579.0,8.85886817,1.534740237,220.406789,3.0,101.5610886
North America,2000,417495000000.0,4.161970417,3.048148614,30.02605506,4.276767643,101.2875137
Namibia,2000,196350763.3,3.492183364,0.0,85.13224429,20.3,113.9955902
New Caledonia,2000,-40626090.0,2.100108827,0.0,60.36672252,17.986,0.0
Niger,2000,15767212.37,-1.208477741,2.900149736,34.7127807,1.426,31.84692001
Nigeria,2000,1140167556.0,5.015934759,6.933292156,0.0,3.87,99.20211029
Nicaragua,2000,266500000.0,4.101590251,7.069913523,61.29849746,7.188,101.0663071
Netherlands,2000,63109732335.0,4.195642498,2.360522338,125.5219499,2.725,107.3836823
Norway,2000,8332062186.0,3.318945671,3.085506091,74.31251872,3.458,99.14015198
Nepal,2000,-484826.7123,6.199999982,2.478820207,55.710589,10.622,114.627739
Nauru,2000,0.0,-6.856192949,0.0,0.0,0.0,97.06781006
New Zealand,2000,-1507812033.0,2.870590222,2.615234462,68.51692688,6.13,98.77342224
OECD members,2000,1313480000000.0,4.092962915,3.063803449,46.67924278,6.769358361,104.2130585
Oman,2000,82000000.0,6.551066885,0.0,92.89728556,4.396,92.62246704
Other small states,2000,3526924821.0,7.02144576,4.018489525,129.0368289,10.18112462,100.6639786
Pakistan,2000,308000000.0,4.260088011,4.366664513,21.45996933,0.597,63.47122955
Panama,2000,827800000.0,2.715373802,1.498961116,133.9889395,6.322,105.0457077
Peru,2000,809696760.0,2.694371398,3.757338333,35.53803216,4.965,116.7751236
Philippines,2000,1487000000.0,4.382504833,3.977125032,85.15336858,3.77,110.6008224
Palau,2000,3177650.0,-2.603902096,0.0,0.0,0.0,99.18283844
Papua New Guinea,2000,96495382.31,-2.494841993,15.59589331,115.421838,2.92,68.0202713
Poland,2000,9335000000.0,4.56098541,9.900175388,60.86858352,16.314,100.3390808
Pre-demographic dividend,2000,4591954712.0,5.575362055,4.165404423,0.0,5.179338938,79.71021271
Puerto Rico,2000,0.0,3.271964529,0.0,106.1695121,10.08,0.0
"Korea, Dem. People's Rep.",2000,0.0,0.0,0.0,0.0,3.147,0.0
Portugal,2000,7292581671.0,3.816178063,2.853030393,67.45299799,3.806,119.7058029
Paraguay,2000,107800000.0,-2.314140568,8.982159768,78.64472976,7.61,121.6605225
West Bank and Gaza,2000,62005481.83,-8.556183291,2.798198924,87.63909496,10.625,97.47499847
Pacific island small states,2000,35495865.05,-1.688679901,2.348103274,109.6786739,4.384339965,97.6672287
Post-demographic dividend,2000,1329650000000.0,4.034973041,2.579876112,49.30556734,6.533346981,102.5476608
French Polynesia,2000,9874720.0,3.245411013,0.0,27.94473112,11.608,0.0
Qatar,2000,251600000.0,8.028125483,1.650335224,89.61265972,0.87,101.8513336
Romania,2000,1037000000.0,2.461263459,45.66659404,48.52132539,6.969,104.2869568
Russian Federation,2000,2678030000.0,10.00006681,20.79876066,68.09390704,10.581,111.3557892
Rwanda,2000,8100000.0,8.370885132,3.899529803,27.48487382,11.805,97.39990997
South Asia,2000,4367540968.0,4.112449812,4.00943591,28.69180184,6.814501447,88.46154022
Saudi Arabia,2000,-1881066667.0,5.625413167,-1.124994779,68.1664488,4.57,0.0
Sudan,2000,392200000.0,6.34586744,7.121258972,29.40423446,14.869,0.0
Senegal,2000,81643690.12,3.887210958,0.731981982,48.68008972,2.648,69.85498047
Singapore,2000,15515295182.0,9.038316326,1.361623924,364.3645205,3.7,0.0
Solomon Islands,2000,2004350.292,-14.27699959,7.88956187,58.55232809,2.402,82.79425812
Sierra Leone,2000,39000824.52,6.652729659,0.0,57.5299629,4.081,61.13768005
El Salvador,2000,173400000.0,1.127906977,2.271287568,68.7100889,6.96,107.4295807
San Marino,2000,0.0,2.179379715,0.0,0.0,0.0,92.31337738
Somalia,2000,270000.0,7.110314311,0.0,0.0,18.781,0.0
Serbia,2000,0.0,6.13181309,71.12062879,22.49217741,12.6,104.0496521
Sub-Saharan Africa (excluding high income),2000,6850776816.0,3.477204286,4.199288256,0.0,6.345937677,80.25966644
South Sudan,2000,0.0,0.0,0.0,0.0,12.205,0.0
Sub-Saharan Africa,2000,6875103813.0,3.478123727,4.500788563,0.0,6.345937677,80.26200104
Small states,2000,4293928040.0,5.823206766,2.486750739,125.8556255,9.705769557,99.94174194
Sao Tome and Principe,2000,3800000.0,0.448368349,12.20894563,0.0,14.4,0.0
Suriname,2000,-97200000.0,2.099998868,59.40168655,0.0,12.975,0.0
Slovak Republic,2000,2183119136.0,1.166526518,12.0357806,108.7884151,18.546,102.8453827
Slovenia,2000,135800000.0,3.67237155,8.911744187,103.9477706,6.92,99.61689758
Sweden,2000,22817836821.0,4.766348871,0.899143734,81.47753193,5.466,106.7744904
Eswatini,2000,90658006.19,1.76017376,12.20853585,156.4020239,24.518,98.09436798
Sint Maarten (Dutch part),2000,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,2000,24326996.84,4.253198349,6.268768769,151.3024478,0.0,108.7900238
Syrian Arab Republic,2000,270000000.0,0.675642589,-3.846153846,65.28498612,9.589,107.3685074
Turks and Caicos Islands,2000,0.0,0.0,0.0,0.0,0.0,101.8677368
Chad,2000,115172420.0,-0.879681025,3.822600881,51.57117201,0.792,63.37149811
East Asia & Pacific (IDA & IBRD countries),2000,48076240455.0,7.645687238,2.158518106,51.10187776,3.419796426,112.1305237
Europe & Central Asia (IDA & IBRD countries),2000,19359523102.0,7.359705758,13.18089059,65.03444545,11.18262151,104.8610687
Togo,2000,52818330.99,-0.783479606,1.862605955,48.80800412,4.151,113.5043716
Thailand,2000,3365987583.0,4.455247043,1.591969175,121.2979554,2.389,97.57929993
Tajikistan,2000,23543300.0,8.324324495,0.0,175.3512061,14.972,96.61878967
Turkmenistan,2000,131000000.0,5.469064133,0.0,103.5803178,11.75,0.0
Latin America & the Caribbean (IDA & IBRD countries),2000,79823137648.0,3.583625152,4.763824727,37.81954323,9.547849777,118.9163437
Timor-Leste,2000,0.0,58.07810778,0.0,175.6484648,3.596,0.0
Middle East & North Africa (IDA & IBRD countries),2000,5058760397.0,6.167476385,2.289219961,60.90368714,13.10781317,95.40963745
Tonga,2000,9212400.0,0.875990063,6.327635514,52.81797903,4.12,106.8676376
South Asia (IDA & IBRD),2000,4367540968.0,4.112449812,4.00943591,28.69180184,6.814501447,88.46154022
Sub-Saharan Africa (IDA & IBRD countries),2000,6875103813.0,3.478123727,4.500788563,0.0,6.345937677,80.26200104
Trinidad and Tobago,2000,679500036.0,6.901359591,3.555413197,0.0,12.1,102.7715607
Tunisia,2000,750720443.6,4.709972914,2.962307947,82.63911067,14.94,112.3708496
Turkiye,2000,982000000.0,6.933239705,54.91537058,42.35443704,6.495,105.3480225
Tuvalu,2000,0.0,-0.970489206,0.0,0.0,0.0,107.2843018
Tanzania,2000,463400858.8,4.520784636,5.923961096,23.98911515,3.127,68.97052765
Uganda,2000,160700000.0,3.141907338,3.392021585,32.74903334,3.52,128.9611206
Ukraine,2000,595000000.0,5.9,28.20309724,115.7357149,11.707,112.915329
Upper middle income,2000,118163000000.0,5.956787058,4.978962132,47.57081648,5.580828469,113.0051117
Uruguay,2000,262825000.0,-1.929930635,4.763824727,36.71373815,12.627,110.2001877
United States,2000,349125000000.0,4.077585758,3.376857271,25.10298556,3.992,0.0
Uzbekistan,2000,74700000.0,3.835,0.0,44.05402998,12.286,100.7963867
St. Vincent and the Grenadines,2000,54312300.73,1.639031904,0.167679637,0.0,20.792,110.8075333
"Venezuela, RB",2000,4703000000.0,3.686944167,0.0,47.85722155,13.99,100.5510406
British Virgin Islands,2000,8073327000.0,0.0,0.0,0.0,0.0,112.0370407
Virgin Islands (U.S.),2000,0.0,0.0,0.0,0.0,10.469,0.0
Viet Nam,2000,1298000000.0,6.787316405,-1.710337279,111.4170944,2.26,112.7373276
Vanuatu,2000,20256089.64,5.924809057,2.537688442,87.15579178,8.321,108.8684082
World,2000,1569240000000.0,4.531094789,3.433515634,50.4970961,6.131118021,98.77242279
Samoa,2000,-1206810.0,5.093044692,0.96678235,0.0,4.732,92.33049774
Kosovo,2000,0.0,0.0,0.0,0.0,0.0,0.0
"Yemen, Rep.",2000,6399510.0,6.181915593,4.59,75.43883864,11.561,0.0
South Africa,2000,968831356.0,4.200000001,5.338951029,46.22072174,19.841,89.82797241
Zambia,2000,121700000.0,3.897322943,26.03041179,60.38746899,12.93,80.66932678
Zimbabwe,2000,23200000.0,-3.059189749,0.0,74.06741113,5.682,111.3614426
Aruba,2001,-266927374.3,4.18200163,2.883604303,140.3911086,0.0,112.1997604
Africa Eastern and Southern,2001,12205013774.0,3.510146739,5.840353983,48.49702752,7.308110374,81.73696899
Afghanistan,2001,680000.0,-9.431974068,0.0,0.0,7.958,22.90859032
Africa Western and Central,2001,3224338693.0,5.209094155,4.36152914,0.0,4.558691089,83.16815948
Angola,2001,2145470000.0,4.205998556,152.5610225,0.0,16.539,0.0
Albania,2001,207300000.0,8.293312631,3.10758827,66.49102403,18.57,108.7552872
Andorra,2001,0.0,8.119357722,0.0,0.0,0.0,0.0
Arab World,2001,8899597176.0,1.67856914,1.772204374,73.55543013,12.22990175,87.21636963
United Arab Emirates,2001,1183840000.0,1.399085037,0.0,89.86457993,2.442,0.0
Argentina,2001,2166136830.0,-4.408839683,0.0,21.85225545,17.32,117.3070374
Armenia,2001,69868500.0,9.599999999,3.145904647,69.86426639,10.995,93.44167328
American Samoa,2001,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2001,145813879.5,-4.548068042,1.402796636,0.0,0.0,0.0
Australia,2001,10717133151.0,2.025127315,4.407135362,44.2187045,6.747,101.4394073
Austria,2001,5689434550.0,1.267168189,2.650000773,87.53666476,4.012,102.4710236
Azerbaijan,2001,819579000.0,9.899999865,1.547195902,78.81518549,10.91,98.86100006
Burundi,2001,-11440.9127,2.055807108,9.296187713,20.96404561,3.164,63.52111816
Belgium,2001,88203254000.0,1.099618888,2.469258231,139.5768398,6.178,103.4266968
Benin,2001,16739539.34,5.333135706,3.984295478,48.25717064,0.766,87.40750122
Burkina Faso,2001,6267060.0,6.613405745,5.007432908,31.65817081,2.742,44.6176796
Bangladesh,2001,78527040.08,5.077287775,2.007173742,32.09801707,3.614,0.0
Bulgaria,2001,812942202.0,3.823703965,7.360939272,79.08136875,19.921,105.3392563
Bahrain,2001,80358858.37,2.490948108,-1.207571802,127.0262663,1.171,94.26170349
"Bahamas, The",2001,102370000.0,2.626009827,2.044989775,72.50088064,6.87,0.0
Bosnia and Herzegovina,2001,118495219.8,2.423313172,0.0,86.03573266,26.461,0.0
Belarus,2001,95800000.0,4.72530605,61.13493316,137.0449305,11.523,116.3045425
Belize,2001,61174888.87,4.993563302,3.651417866,93.47481649,9.07,117.5251312
Bermuda,2001,41800000.0,7.222435538,0.0,0.0,0.0,106.4163132
Bolivia,2001,705756000.0,1.683799127,1.589653779,45.22782243,2.626,118.0607834
Brazil,2001,23225846372.0,1.389896401,6.840359025,26.93628502,10.649,0.0
Barbados,2001,91504910.94,-2.365464222,2.577834904,86.36274349,9.85,102.6352615
Brunei Darussalam,2001,60694643.66,2.744040518,0.595890411,108.7188707,5.609,100.767868
Bhutan,2001,0.0,7.328374452,3.414789461,71.09457473,1.9,82.15339661
Botswana,2001,30680571.21,0.25057395,6.55903767,87.52506557,18.54,104.5444717
Central African Republic,2001,5183900.0,4.464739026,3.834860602,39.73049974,5.589,69.91114807
Canada,2001,28391098831.0,1.875098132,2.52512014,78.34421839,7.219,0.0
Central Europe and the Baltics,2001,21625801493.0,3.080647759,5.748279817,80.68719087,13.22255988,102.4234924
Switzerland,2001,9765012889.0,1.575661967,0.98902033,96.03983789,2.49,103.6061707
Channel Islands,2001,0.0,0.0,0.0,0.0,5.041,0.0
Chile,2001,4199763049.0,3.154034924,3.56910053,62.14476697,10.39,0.0
China,2001,47053000000.0,8.335733478,0.719125609,38.52721033,3.8,115.9098587
Cote d'Ivoire,2001,272679900.0,-2.154012491,4.36152914,53.11410472,5.199,71.67494965
Cameroon,2001,-11668387.38,4.324261192,4.419772459,51.57226919,7.46,102.0598679
"Congo, Dem. Rep.",2001,102221900.0,-2.100173025,359.9366143,25.04193751,3.233,0.0
"Congo, Rep.",2001,-135479673.0,3.802601899,0.055989922,130.7324811,19.858,97.02355957
Colombia,2001,2541942612.0,1.677898308,7.965560903,33.90111179,15.04,121.0887909
Comoros,2001,1145910.0,2.332907102,5.554593948,35.75722888,4.379,0.0
Cabo Verde,2001,9010186.206,2.231654545,3.349964723,92.1637225,13.313,115.6579819
Costa Rica,2001,621846413.2,3.491169871,11.25561571,80.85275872,6.051,110.1201324
Caribbean small states,2001,740495927.5,1.299605472,2.577834904,0.0,11.39398871,97.53064728
Cuba,2001,0.0,3.185029904,0.0,29.36109638,4.08,103.6028366
Curacao,2001,0.0,-0.695753704,1.792828685,0.0,0.0,0.0
Cayman Islands,2001,2133108000.0,0.0,0.0,0.0,0.0,108.3333282
Cyprus,2001,944742874.0,3.952560541,1.973041917,131.849091,4.043,96.64961243
Czechia,2001,5640707236.0,3.042976563,4.66267557,99.01245616,8.128,104.4696274
