Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,134.4585571,,,,,,,115.9683228,117.9675522,117.4216385,119.5580597,116.5700226,113.0298386,112.6330032,111.8416672,109.8310623,106.8690033,109.1647491,112.0916824,112.1220016,,,,
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.5835419,101.4394073,102.5345078,102.8547592,103.302063,103.3979111,103.562561,105.4229813,105.2446289,105.2156296,105.4885025,105.2748795,105.6697235,105.8025818,105.4616013,101.6654892,101.180687,100.6376572,100.3987122,100.1996994,99.90110779,99.92915344,99.13298798,
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.8693924,102.4710236,102.8107224,102.3844376,102.7364197,102.0874863,102.3108978,102.7716599,102.2662735,101.3613129,100.8355408,100.5583267,100.3351135,100.7460785,100.9703217,101.104393,100.4280777,101.1045685,101.3703003,101.7762909,101.5608521,101.6441193,100.7756271,
Azerbaijan,AZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.20748901,98.86100006,98.34942627,96.21324158,97.26132965,95.52696991,94.21665955,94.77120209,94.07247162,95.068573,93.76229858,95.57363129,97.95530701,100.5004501,106.0598907,106.6014862,106.4317398,103.2940979,99.7220993,97.93534851,98.23606873,97.73049927,99.8082962,
Burundi,BDI,"School enrollment, primary (% gross)",SE.PRM.ENRR,60.71974182,63.52111816,70.45056915,76.18115997,81.46591949,86.93282318,110.7817001,124.0062485,127.552742,135.5126648,139.4671173,140.3721771,135.6099243,130.2194977,125.4044724,120.0362625,116.1941833,111.1185837,107.7252197,104.9380188,105.1580963,100.6070023,103.901001,
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.9073715,103.4266968,103.6053314,103.7769394,103.0394211,103.112442,102.7934036,102.4513016,102.2657318,102.2594604,102.2368088,101.2698898,101.5203629,103.1910629,103.1048737,102.2438278,102.0558624,102.752861,102.5003662,102.1485596,102.06427,101.8211365,,
Benin,BEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,80.11121368,87.40750122,92.61058044,96.32888794,100.354599,97.63957214,97.91882324,,110.8881378,116.0826035,117.3839798,119.2399902,123.1633835,124.0610504,124.5222397,127.1211395,125.5545273,121.6062164,117.1167984,112.029892,109.1489182,110.7058868,113.048912,
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,43.09059143,44.6176796,45.40055847,47.7917099,52.43136978,56.95592117,60.65650177,66.19429779,71.74661255,76.24575806,76.89656067,80.19606781,82.41477203,83.68414307,84.897789,85.44702911,87.64746857,89.73152161,91.72036743,89.95511627,87.847229,87.12499237,82.35679626,
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,99.95349884,99.97512054,98.18898773,95.1065979,97.62580109,99.73500061,,,,,,,109.125,112.4280014,,118.4292374,115.447998,117.6589966,
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.7046738,105.3392563,109.6469879,111.6944885,111.7512283,110.920433,108.8231888,106.1049728,104.1575623,102.0619125,101.4006195,101.1202698,100.3630829,99.56082153,99.71070099,98.76558685,96.87628937,95.17269135,93.63095093,91.18331146,88.97176361,87.27912903,,
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.94075012,94.26170349,94.67285156,94.47373962,94.70308685,94.84008789,101.5908813,,,,,96.22496796,99.52385712,105.8744812,105.2414932,102.2143326,102.6988678,100.9250183,98.7649765,98.00469208,,,92.3441925,
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,82.86746979,,89.50150299,93.88540649,91.74285889,95.11875916,94.08654022,88.59552765,85.57791901,91.74597168,86.77483368,79.92697144,80.43688202,,,,,,,93.82105255,,
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,110.1464386,107.4454727,108.2445602,88.5761795,88.97000885,89.0230484,88.87091064,89.467659,91.17048645,90.99767303,91.38408661,90.63767242,90.16313171,88.8544693,88.24478149,87.82221985,87.94200134
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,115.920929,116.3045425,114.076889,104.923172,103.449501,101.1081009,99.3765564,97.7906723,97.49130249,98.1668396,97.606987,96.93097687,95.83457947,94.93016052,95.13053131,96.05220032,97.34745789,97.40283203,96.70580292,95.65020752,94.41906738,94.52954865,94.71196747,
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.1492004,117.5251312,113.3591919,117.9999466,119.636673,119.4764099,119.14534,117.1142273,114.7643738,114.1280289,112.6685181,112.0764618,115.074173,113.4383392,112.721199,113.6075134,115.6479263,114.8181229,113.6626205,112.8055878,110.3082886,105.2839508,99.9364624,
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,106.4163132,106.8320313,108.2058105,108.3333282,108.1818237,107.2443771,,,,108.8851013,107.732338,106.1429977,104.992363,104.4319916,105.5753632,104.3259964,101.2809982,98.29299927,94.08599854,90.48999786,87.71099854,85.42500305,
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,119.1320724,118.0607834,118.5434723,116.6771927,115.9558105,115.1993713,113.5616379,112.7677231,111.6500626,108.0312424,105.4876785,101.7126236,99.22590637,97.71575928,96.23605347,95.82939148,96.19377136,97.05889893,97.71598816,98.23863983,98.69728851,98.85656738,99.59864807,
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,104.7822266,109.945137,110.3164597,109.1521835,108.757843,109.8085098,108.623291,107.4074707,105.4981995,103.4716797,,
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.8348999,102.6352615,101.8858109,103.0135269,101.1278229,100.5650024,101.0436783,100.5610504,101.0436478,100.2956772,100.1458511,100.8106384,,,96.81269073,96.33708191,97.03707123,96.8223114,97.64791107,98.84240723,99.52929688,98.15020752,95.57930756,
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.9319229,100.767868,102.5897675,106.5336609,107.6498184,107.5348206,108.0309372,107.8673782,106.2289581,105.5839081,104.9690018,103.9560013,103.4029999,103.3590012,102.2300034,101.6660004,102.4499969,100.1139984,99,97.61399841,97.52999878,,,
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,80.78762817,82.15339661,83.75219727,86.24712372,89.68125916,92.76241302,97.14897156,101.165947,104.5938492,109.0328064,111.8249588,113.1725693,112.4175186,106.1411972,104.0050278,102.4830017,100.9430695,99.73799896,99.28800201,97.96199799,103.8010025,103.0329971,103.8000031,
Botswana,BWA,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.396019,104.5444717,104.7629166,105.0129471,104.9621124,105.3529205,105.8669205,104.8535538,104.2996979,104.5849533,,,101.3337021,100.564827,98.78397369,97.9927597,,,,,,93.7229538,,
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,69.91114807,61.58094025,60.66175842,52.00109863,57.74819183,57.30334854,66.19764709,76.4764328,78.01685333,79.88538361,79.58644104,79.63977051,,,,89.85050201,110.7109985,,,,,,
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.41776276,,,,99.41900635,98.57967377,99.76029205,99.53569794,98.59528351,99.5911026,99.12026978,98.55587006,99.44071198,99.35105896,99.49904633,99.84114075,98.54702759,98.77420807,99.02101898,97.78842926,97.73841858,96.29308319,,
Central Europe and the Baltics,CEB,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.7056427,102.4234924,102.6222,102.354332,102.4298325,101.7617569,101.2077484,100.4052429,99.5226593,99.5861969,99.60346222,99.4442215,99.61746979,98.53748322,97.74520874,96.82480621,96.06070709,95.75243378,95.08421326,95.51844025,91.25834656,95.80927277,95.73858643,
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.1527863,103.6061707,104.0014801,104.1575317,104.1528702,103.9190979,104.1238174,103.9565506,104.0876617,103.6348495,103.3929062,102.4821777,102.1306381,102.4377594,102.4708176,102.1559296,101.9025269,101.8333282,101.8372421,101.5930481,101.7317123,101.478241,101.3630676,
Channel Islands,CHI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.3635635,,101.286972,101.0617905,105.6278763,105.350502,105.6682205,106.5172806,106.8738708,105.7638931,103.219368,103.1704865,103.3697815,102.0848999,101.9308701,101.7125092,101.5851898,101.3962784,101.5380173,101.1932068,99.70439911,99.36522675,100.1922684,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,115.9098587,,,,,106.4964294,106.7286606,107.4307404,106.6316376,105.0002136,103.8692627,103.4364395,102.9309082,97.94850159,97.15444183,97.39061737,97.92211914,98.17035675,98.2354126,99.02442932,99.43039703,100.17173,
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,70.50180817,71.67494965,71.68865204,67.7177124,,,64.88893127,65.33213806,69.16423035,68.63519287,,77.10758209,79.74378967,80.62490845,82.84934998,85.89230347,90.13424683,91.8170929,92.90189362,93.54521942,94.16091156,92.71938324,94.64894104,93.75900269
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,86.59738159,102.0598679,102.1468735,102.5155182,107.3568878,105.3952713,103.8931122,105.7493591,105.91539,107.8100204,109.497612,108.3209763,112.7835388,,113.9956131,116.5681076,116.0836792,110.1458435,103.1733627,105.4506302,107.2649994,108.442749,110.7155075,
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,62.78517914,,,,,86.50121307,95.33995819,95.4763031,95.62786865,97.01998901,101.6489182,103.0823822,106.8440094,104.7786865,,,113.9829788,,118.1956635,122.3936768,,
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,83.05716705,97.02355957,99.68258667,94.73912048,106.1267624,106.0678329,106.9441528,105.2667007,103.1962128,107.0928268,108.7525787,108.2891769,105.4559097,102.2389984,104.5630035,107.3610001,,,87.66861725,,,,,
Colombia,COL,"School enrollment, primary (% gross)",SE.PRM.ENRR,124.2982864,121.0887909,121.778862,,122.8400803,124.0406418,124.6194916,125.4688568,126.483902,128.164978,124.3751373,121.8312836,118.6399689,119.0847321,116.080101,115.4970779,115.4431534,113.3053818,111.6991806,109.3555069,107.0836868,106.4883575,104.8304672,
Comoros,COM,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.86094666,,104.0928802,100.8013916,98.54567719,,,96.84049225,102.5102921,,,108.4215393,,111.276123,110.6911011,,,105.6458282,106.206192,,,,,
Cabo Verde,CPV,"School enrollment, primary (% gross)",SE.PRM.ENRR,116.8707275,115.6579819,114.8482132,112.9973373,110.6608124,109.5439224,109.634079,108.7030334,108.3438568,107.6443481,107.2474289,105.8033829,105.1732407,105.5316696,104.337059,101.8180695,99.75187683,98.24317169,98.64325714,96.98941803,95.99919128,96.40209961,,
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.7704926,110.1201324,109.5648193,,113.6099701,111.6241379,113.0571518,111.8252869,112.9958191,114.5911179,113.4194717,111.9124069,111.1385727,109.4022675,108.5120697,106.7314911,107.027153,106.6035309,108.6771927,110.8911209,109.7996368,108.8523102,107.6112976,
Caribbean small states,CSS,"School enrollment, primary (% gross)",SE.PRM.ENRR,98.12375641,97.53064728,96.51612091,97.08759308,98.65045166,98.81416321,99.00151825,98.89302063,101.8409271,102.1040726,100.9523621,101.7352371,101.6158371,100.4879227,99.34081268,99.21166229,98.82289124,98.83141327,99.50328064,97.68182373,96.89012909,95.79029846,95.23725128,
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.9719162,103.6028366,104.0734177,102.9268494,103.2950287,103.1780701,102.9053574,102.0539474,100.8517685,101.1043167,100.6900482,100.2037201,100.6284332,100.505249,102.7768784,102.8127823,102.45121,101.84729,101.155838,100.9812012,101.0904617,100.4681931,99.87296295,
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,156.9539948,155.4069977,153.0429993,175.821579,155.3300018,154.901001,154.4250031,154.1820068,152.3410034,149.2740021,113.3508835,126.6959991,123.5619965,
Cayman Islands,CYM,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.0188675,108.3333282,107.2198868,,99.55568695,95.46257782,99.33984375,103.0876236,101.8816528,,102.8499985,103.4796219,104.2118912,101.2560883,104.3399963,105.4459991,103.9660034,98.71099854,97.04289246,95.85592651,94.10543823,86.7052002,87.68242645,
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,96.73135376,96.64961243,97.77345276,97.38822937,97.1988678,99.87117767,100.8870468,100.6882706,101.2135086,102.1794815,101.6243286,101.2005386,100.1753464,99.76197815,99.15271759,99.30011749,98.54550934,99.3066864,99.79544067,100.4776993,100.7351608,99.10281372,,
Czechia,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.407547,104.4696274,106.0050583,106.4099808,106.5291138,106.7377777,104.3727798,103.3821106,102.2147675,101.4789276,101.0364075,100.0810013,99.35858154,98.78047943,97.68215942,96.96154785,96.90975952,97.23249054,98.27275848,99.28330231,99.78453064,99.84889221,,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.3920364,106.6506729,104.9211502,103.6680527,103.6427231,103.4406204,104.2626419,104.7935028,105.103981,104.8165131,104.3375931,104.4157181,104.1405487,103.6386719,102.6218185,102.7024612,101.4060669,101.7387085,102.6453781,102.5474701,101.9966583,101.34655,,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,33.93368149,37.01065063,38.09838867,39.36893082,41.02215958,42.2091713,44.18183899,45.77745819,52.92670822,50.73899078,,53.46141815,55.2710495,55.01028824,56.06901169,55.29735184,54.59825897,55.00503159,56.22774124,61.50712967,61.92472076,63.02054977,64.395401,
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.29599,115.1753311,111.580658,108.1025238,104.9431305,104.1363297,102.4485626,102.7338562,102.7627716,104.0318527,105.0335617,106.9522934,109.2861023,107.5184937,108.9017792,102.3359985,102.3909378,101.4929962,,89.9956131,91.71115112,92.48606873,91.87654114,
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.67105103,99.72064209,101.6881714,,100,98.21058655,99.34603882,100,99.66027069,100.0024567,100.1815567,101.1974564,101.5106583,101.2993317,101.1769409,100.8821411,101.0414963,100.7780304,100.7490082,100.5510025,100.4595871,100.3084183,100.2444534,
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,115.3086472,,117.9683304,115.6812363,107.7164536,108.2743912,103.6044388,113.6766663,109.5251236,111.8158722,110.497963,110.2006836,108.469017,109.5282364,108.0645523,112.0134888,110.7048798,108.0194397,105.8583984,112.3336105,105.9252396,96.87046051,100.4922867,
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.7766495,108.8155594,110.4312668,111.2080536,111.6782303,112.2025223,111.9301682,112.4719315,111.0736008,112.9482727,113.3779526,112.3881607,111.7055588,112.2494888,111.6866989,110.8422699,110.6881027,109.8377075,108.7034836,107.7751312,110.3305664,106.9955673,108.3439331,108.7616425
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR,112.0506897,113.0345306,111.806778,110.6155014,109.4817276,108.0789413,106.4479065,106.9558105,107.2972412,107.2014084,106.6404724,106.3136063,106.2585678,105.5422974,102.4951706,101.6607285,101.3887863,101.1719437,100.7907867,100.8600922,101.3852463,101.6584167,102.1248322,
Early-demographic dividend,EAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,94.57730103,94.67102814,95.37036133,98.63620758,99.9454422,101.3800507,102.1430206,103.7392273,103.8365631,103.7936172,103.947197,103.6106873,104.4598923,105.0474091,104.0185928,104.2213364,106.5236206,105.384613,99.62191772,99.45585632,100.2556534,100.101387,102.9392014,
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,111.3141327,112.1956329,111.0499496,109.942749,108.9522324,107.6524277,106.1367416,106.6507111,106.9778214,106.8821487,106.3408203,106.0411606,105.9962769,105.3104477,102.4677887,101.6559296,101.3839569,101.154953,100.7886887,100.893692,101.3806763,101.6218567,102.0545502,
Europe & Central Asia (excluding high income),ECA,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.6512833,107.6179581,109.4510422,106.7997131,104.24086,101.2844391,100.6845779,100.6239014,99.53620148,98.97505951,99.49430084,99.73296356,99.72580719,101.9218369,101.6193314,100.5891418,100.145668,99.23223114,100.6080933,101.1939163,100.916748,100.5328293,100.2478485,
Europe & Central Asia,ECS,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.9629593,104.9544525,105.6450272,104.4473419,103.7873764,102.7282028,102.2853928,102.0338287,101.6292877,101.1805801,101.2581406,101.1853104,101.2038116,102.4147797,101.4498215,100.9271317,100.5326614,100.319252,100.8843079,101.1633377,100.6858368,101.1006088,100.9609604,
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.0243988,109.865509,110.6309509,110.1399765,109.5847092,109.3373489,109.2315063,110.5842514,108.5725098,113.2468491,113.8908005,114.5502472,112.3700333,111.049881,112.1001129,106.5534973,103.5119019,101.7265472,101.0908737,99.06619263,97.68396759,96.84385681,97.53410339,
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,90.89424896,89.99484253,89.93057251,89.91686249,90.44394684,90.47357941,92.0611496,93.07250977,,94.65712738,94.57717133,91.02423859,95.66575623,95.55986023,94.04237366,,95.42575836,95.79132843,96.58303833,97.81710815,98.89639282,99.75010681,91.59017944,
Euro area,EMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.659462,103.9049988,103.7522812,103.6154709,103.5876999,104.4363098,104.3032684,104.0843201,103.7939377,103.2160034,102.7614517,102.5122375,102.2320175,102.7458115,102.0602264,102.0270309,101.6701431,102.2391815,102.3714676,102.4584732,102.4634018,102.033989,102.0287323,
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,90.37248993,89.47692871,95.84499359,101.6137238,100.7136002,97.93702698,91.76985168,82.42550659,76.6411438,73.39821625,69.17006683,74.12003326,77.13707733,86.13471985,77.25260925,76.30319214,74.16500092,72.44037628,72.81954193,72.03600311,,,,
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.2245102,104.5630875,105.4508591,105.1583481,105.0009232,104.3578796,103.610878,103.0256805,102.4499817,102.0957184,101.2112274,100.8130417,100.4734421,103.1075821,102.5384674,102.1442337,102.1300964,102.5051193,102.6387177,103.185318,103.4104233,102.8991394,,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,104.3249588,105.54216,105.4728165,105.6544724,104.8116531,103.5706482,102.7617798,101.6798172,100.795517,100.1811218,99.59726715,99.04283905,98.3196106,97.67951965,97.59226227,96.88036346,97.29234314,97.25005341,97.45594788,98.15772247,98.34667206,98.81466675,99.26381683,
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,51.74644089,57.13103867,60.1207695,61.6243515,64.85507965,76.44712067,81.39704895,87.85949707,94.04268646,92.90653229,91.03540802,93.30715179,92.67861176,89.1210022,96.15624237,97.11901093,98.48100281,97.91500092,97.50900269,92.69999695,114.5573196,102.6795807,85.53500366,
European Union,EUU,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.1819763,103.5211716,103.5086517,103.3304367,103.1407318,103.6086731,103.4328918,103.1335602,102.7399979,102.3272324,101.9914322,101.7636566,101.6569595,102.2882385,101.6026993,101.4199219,101.0310516,101.410408,101.3926468,101.4643173,100.7747879,101.3177567,101.2987671,
Fragile and conflict affected situations,FCS,"School enrollment, primary (% gross)",SE.PRM.ENRR,76.49273682,78.17939758,81.63143158,83.42967987,85.7158432,88.38273621,90.40226746,90.40695953,90.95703888,91.37033081,91.459198,93.17584991,94.33550262,94.58271027,93.93424225,92.73394012,92.69851685,93.35243988,94.45570374,95.51953125,96.55587769,95.53430176,95.69869995,
Finland,FIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.71708679,99.688591,99.64476776,99.68956757,99.79342651,99.78411102,99.76595306,99.66214752,99.71987152,99.6641922,99.68805695,99.78518677,99.7071228,99.69184875,99.66172028,99.56723022,99.50804138,99.46820831,99.70320129,99.55574799,99.81758118,99.35363007,98.61901855,
Fiji,FJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.5651474,100.6239319,100.1955414,100.0882416,101.0393524,,99.43981171,94.50776672,94.11154938,93.19801331,,93.56305695,94.60159302,95.95400238,96.02100372,98.09899902,98.65000153,100.9349976,103.4469986,111.4361572,111.6900024,110.8150024,108.0439987,
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.4282608,100.3822098,100.2492981,99.97544861,99.81118011,104.6364899,104.2788467,103.8597794,103.6221466,103.0411377,102.7615128,102.6911011,102.5231628,102.2764435,101.2803497,101.9896393,102.2604294,102.4172211,102.4644089,102.4476471,102.7326126,102.7441864,102.6964188,
Faroe Islands,FRO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,111.7382126,110.4041824,,110.6912231,,,,,,95.66100311,97.8259964,93.97000122,96.75099945,95.06600189,97.83999634,96.60900116,90.16300201,90.93199921,91.52799988,
Gabon,GAB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,129.4322205,135.531189,132.9652252,,,,,,,,130.1659698,,,,,,,,100.5889969,,,,
United Kingdom,GBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.5862122,100.9248123,100.6854019,100.5907288,105.9334183,105.7956009,104.3451691,103.09552,105.73423,105.4185715,105.6733932,105.0334702,105.8298111,105.3813095,99.89482117,99.7858429,99.49765015,99.34919739,99.2638092,99.13101959,98.59165955,102.1798477,98.52458191,
Georgia,GEO,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.22995,102.6952362,103.3296738,103.7404099,104.9839478,103.1390991,104.7144394,107.8249893,108.3621979,107.7895813,107.4495163,108.0150986,109.747757,110.5582123,109.7085876,107.6770096,104.1871872,103.2455597,101.2318802,101.8533936,101.7624435,102.9667206,104.5481186,103.4140015
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,79.70140839,75.61785889,79.36807251,76.9927597,81.04969025,87.57227325,92.01000214,96.53054047,101.1644363,99.15722656,,99.04660034,101.3839035,100.2788925,98.58991241,102.0158463,100.4157028,99.05007172,97.31511688,98.37718964,96.87181091,97.90464783,96.53315735,
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.9086838,107.7027588,,,,,,,151.462265,151.8898773,,,,,,,120.9865875,125.1214066,,127.6623993,126.3712234,126.9827576,127.1653519,
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,58.6079483,61.3271904,69.70717621,73.02674103,76.01706696,78.04154205,79.84081268,82.1203537,83.52126312,83.6399765,86.30066681,90.0735321,92.22872162,94.38213348,96.16107178,89.74500275,94.3621521,99.89499664,100.9199982,98.14199829,101.725708,97.96299744,,
"Gambia, The",GMB,"School enrollment, primary (% gross)",SE.PRM.ENRR,74.59557343,75.39514923,73.65914917,77.24397278,78.33055115,76.39198303,74.9336319,76.65833282,75.15579987,73.86633301,73.20217133,70.65354919,73.04299927,74.08779144,76.7958374,79.20503998,80.51580811,83.37242889,85.9553299,89.36564636,91.41178894,91.20665741,92.31999969,93.74500275
